,sno,AFRDifference[AFR],BatteryVoltage[BatteryVoltage],EngineRunningTime[Time_s],IgnitionTiming[Angle],AirTemp[Temperature],CoolantTemp[Temperature],MAPSource[Pressure],LambdaSensor1[AFR],BaseFuel[Percentage],BaseIgnition[AngleIgnSprt2K],IgnitionCoolantTempCorrection[AngleOffset10deg],IgnitionAirTempCorrection[Angle],RPM[EngineSpeed]
23700,23701,-20.0,12825.0,2130.0,138.0,3351.0,3588.0,437.0,1020.0,458.0,330.0,109.0,-1.0,1800.0
23701,23702,-25.0,12840.0,2130.0,138.0,3351.0,3587.0,437.0,1025.0,457.0,330.0,109.0,-1.0,1791.0
23702,23703,-25.0,12809.0,2130.0,138.0,3351.0,3587.0,438.0,1025.0,458.0,330.0,109.0,-1.0,1795.0
23703,23704,-26.0,12840.0,2130.0,137.0,3351.0,3587.0,437.0,1026.0,458.0,329.0,109.0,-1.0,1791.0
23704,23705,-25.0,12793.0,2130.0,137.0,3351.0,3587.0,439.0,1025.0,458.0,329.0,109.0,-1.0,1791.0
23705,23706,-22.0,12840.0,2131.0,138.0,3351.0,3587.0,438.0,1022.0,458.0,330.0,109.0,-1.0,1793.0
23706,23707,-19.0,12840.0,2131.0,138.0,3351.0,3587.0,437.0,1019.0,457.0,330.0,109.0,-1.0,1791.0
23707,23708,-25.0,12825.0,2131.0,137.0,3351.0,3587.0,439.0,1025.0,458.0,329.0,109.0,-1.0,1785.0
23708,23709,-18.0,12856.0,2131.0,137.0,3351.0,3587.0,438.0,1018.0,458.0,329.0,109.0,-1.0,1785.0
23709,23710,-20.0,12856.0,2131.0,137.0,3351.0,3587.0,438.0,1020.0,459.0,329.0,109.0,-1.0,1796.0
23710,23711,-17.0,12793.0,2131.0,137.0,3351.0,3587.0,438.0,1017.0,459.0,329.0,109.0,-1.0,1798.0
23711,23712,-18.0,12856.0,2131.0,138.0,3351.0,3587.0,437.0,1018.0,458.0,330.0,109.0,-1.0,1807.0
23712,23713,-20.0,12871.0,2131.0,138.0,3351.0,3587.0,436.0,1020.0,456.0,330.0,109.0,-1.0,1791.0
23713,23714,-20.0,12809.0,2131.0,138.0,3351.0,3587.0,435.0,1020.0,456.0,330.0,109.0,-1.0,1786.0
23714,23715,-20.0,12871.0,2131.0,139.0,3351.0,3587.0,433.0,1020.0,455.0,331.0,109.0,-1.0,1788.0
23715,23716,-25.0,12840.0,2131.0,139.0,3351.0,3587.0,434.0,1025.0,455.0,331.0,109.0,-1.0,1781.0
23716,23717,-27.0,12825.0,2131.0,139.0,3351.0,3587.0,432.0,1027.0,454.0,331.0,109.0,-1.0,1787.0
23717,23718,-13.0,12840.0,2132.0,141.0,3351.0,3587.0,429.0,1013.0,453.0,333.0,109.0,-1.0,1792.0
23718,23719,-15.0,12856.0,2132.0,140.0,3351.0,3587.0,428.0,1015.0,452.0,332.0,109.0,-1.0,1777.0
23719,23720,-14.0,12856.0,2132.0,143.0,3349.0,3587.0,423.0,1014.0,449.0,335.0,109.0,-1.0,1783.0
23720,23721,-20.0,12871.0,2132.0,145.0,3349.0,3587.0,416.0,1020.0,446.0,337.0,109.0,-1.0,1794.0
23721,23722,-17.0,12856.0,2132.0,146.0,3351.0,3587.0,407.0,1017.0,438.0,338.0,109.0,-1.0,1787.0
23722,23723,-16.0,12856.0,2132.0,146.0,3351.0,3587.0,399.0,1016.0,430.0,338.0,109.0,-1.0,1785.0
23723,23724,-7.0,12840.0,2132.0,146.0,3351.0,3587.0,382.0,1007.0,415.0,338.0,109.0,-1.0,1788.0
23724,23725,-4.0,12887.0,2132.0,146.0,3351.0,3587.0,376.0,1004.0,410.0,338.0,109.0,-1.0,1788.0
23725,23726,-4.0,12856.0,2132.0,146.0,3351.0,3587.0,370.0,1004.0,403.0,338.0,109.0,-1.0,1778.0
23726,23727,7.0,12856.0,2132.0,146.0,3351.0,3585.0,364.0,993.0,399.0,338.0,109.0,-1.0,1789.0
23727,23728,7.0,12871.0,2132.0,146.0,3349.0,3587.0,360.0,993.0,394.0,338.0,109.0,-1.0,1788.0
23728,23729,11.0,12856.0,2133.0,145.0,3349.0,3585.0,355.0,989.0,388.0,337.0,109.0,-1.0,1775.0
23729,23730,14.0,12871.0,2133.0,146.0,3351.0,3587.0,347.0,986.0,381.0,338.0,109.0,-1.0,1780.0
23730,23731,11.0,12871.0,2133.0,147.0,3349.0,3585.0,343.0,989.0,378.0,338.0,110.0,-1.0,1780.0
23731,23732,13.0,12825.0,2133.0,147.0,3351.0,3585.0,341.0,987.0,375.0,338.0,110.0,-1.0,1779.0
23732,23733,13.0,12871.0,2133.0,146.0,3349.0,3587.0,337.0,987.0,373.0,337.0,110.0,-1.0,1768.0
23733,23734,8.0,12856.0,2133.0,147.0,3351.0,3585.0,334.0,992.0,370.0,338.0,110.0,-1.0,1778.0
23734,23735,9.0,12871.0,2133.0,146.0,3351.0,3585.0,332.0,991.0,365.0,337.0,110.0,-1.0,1763.0
23735,23736,8.0,12871.0,2133.0,147.0,3349.0,3587.0,330.0,992.0,365.0,338.0,110.0,-1.0,1779.0
23736,23737,4.0,12840.0,2133.0,146.0,3351.0,3585.0,330.0,996.0,364.0,337.0,110.0,-1.0,1764.0
23737,23738,3.0,12871.0,2133.0,147.0,3351.0,3585.0,327.0,997.0,363.0,338.0,110.0,-1.0,1778.0
23738,23739,3.0,12825.0,2133.0,146.0,3351.0,3587.0,328.0,997.0,361.0,337.0,110.0,-1.0,1762.0
23739,23740,-1.0,12871.0,2133.0,146.0,3351.0,3585.0,327.0,1001.0,362.0,337.0,110.0,-1.0,1764.0
23740,23741,-1.0,12871.0,2134.0,146.0,3351.0,3585.0,327.0,1001.0,361.0,337.0,110.0,-1.0,1760.0
23741,23742,-8.0,12871.0,2134.0,146.0,3351.0,3587.0,327.0,1008.0,361.0,337.0,110.0,-1.0,1756.0
23742,23743,-14.0,12871.0,2134.0,146.0,3351.0,3585.0,327.0,1014.0,362.0,337.0,110.0,-1.0,1768.0
23743,23744,-13.0,12871.0,2134.0,146.0,3351.0,3587.0,325.0,1013.0,359.0,337.0,110.0,-1.0,1764.0
23744,23745,-12.0,12871.0,2134.0,145.0,3351.0,3585.0,327.0,1012.0,360.0,336.0,110.0,-1.0,1745.0
23745,23746,-13.0,12840.0,2134.0,146.0,3351.0,3587.0,328.0,1013.0,362.0,337.0,110.0,-1.0,1754.0
23746,23747,-13.0,12887.0,2134.0,146.0,3349.0,3585.0,328.0,1013.0,364.0,337.0,110.0,-1.0,1774.0
23747,23748,-12.0,12871.0,2134.0,146.0,3351.0,3585.0,328.0,1012.0,363.0,337.0,110.0,-1.0,1754.0
23748,23749,-22.0,12871.0,2134.0,146.0,3351.0,3585.0,329.0,1022.0,364.0,337.0,110.0,-1.0,1770.0
23749,23750,-25.0,12856.0,2134.0,146.0,3349.0,3585.0,330.0,1025.0,364.0,337.0,110.0,-1.0,1760.0
23750,23751,-33.0,12871.0,2134.0,146.0,3351.0,3587.0,331.0,1033.0,365.0,337.0,110.0,-1.0,1760.0
23751,23752,-36.0,12856.0,2134.0,146.0,3349.0,3585.0,331.0,1036.0,366.0,337.0,110.0,-1.0,1766.0
23752,23753,-49.0,12856.0,2135.0,146.0,3351.0,3585.0,333.0,1049.0,366.0,337.0,110.0,-1.0,1765.0
23753,23754,-41.0,12887.0,2135.0,146.0,3351.0,3585.0,333.0,1041.0,368.0,337.0,110.0,-1.0,1768.0
23754,23755,-38.0,12825.0,2135.0,147.0,3351.0,3587.0,334.0,1038.0,369.0,338.0,110.0,-1.0,1778.0
23755,23756,-41.0,12887.0,2135.0,146.0,3351.0,3585.0,334.0,1041.0,368.0,337.0,110.0,-1.0,1763.0
23756,23757,-41.0,12871.0,2135.0,145.0,3349.0,3585.0,336.0,1041.0,369.0,337.0,109.0,-1.0,1755.0
23757,23758,-49.0,12856.0,2135.0,145.0,3349.0,3585.0,335.0,1049.0,368.0,337.0,109.0,-1.0,1768.0
23758,23759,-50.0,12887.0,2135.0,145.0,3349.0,3585.0,334.0,1050.0,369.0,337.0,109.0,-1.0,1773.0
23759,23760,-57.0,12825.0,2135.0,145.0,3349.0,3585.0,335.0,1057.0,369.0,337.0,109.0,-1.0,1768.0
23760,23761,-59.0,12871.0,2135.0,146.0,3349.0,3585.0,336.0,1059.0,370.0,337.0,110.0,-1.0,1772.0
23761,23762,-58.0,12840.0,2135.0,147.0,3349.0,3585.0,337.0,1058.0,371.0,338.0,110.0,-1.0,1779.0
23762,23763,-57.0,12856.0,2135.0,146.0,3349.0,3585.0,337.0,1057.0,369.0,337.0,110.0,-1.0,1754.0
23763,23764,-58.0,12856.0,2135.0,147.0,3349.0,3585.0,338.0,1058.0,374.0,338.0,110.0,-1.0,1785.0
23764,23765,-56.0,12825.0,2136.0,147.0,3349.0,3585.0,338.0,1056.0,372.0,338.0,110.0,-1.0,1781.0
23765,23766,-52.0,12871.0,2136.0,146.0,3349.0,3585.0,338.0,1052.0,372.0,337.0,110.0,-1.0,1771.0
23766,23767,-51.0,12856.0,2136.0,147.0,3349.0,3585.0,339.0,1051.0,375.0,338.0,110.0,-1.0,1790.0
23767,23768,-49.0,12871.0,2136.0,146.0,3349.0,3587.0,339.0,1049.0,373.0,337.0,110.0,-1.0,1774.0
23768,23769,-58.0,12871.0,2136.0,147.0,3349.0,3585.0,339.0,1058.0,375.0,338.0,110.0,-1.0,1795.0
23769,23770,-58.0,12825.0,2136.0,146.0,3349.0,3585.0,340.0,1058.0,373.0,337.0,110.0,-1.0,1772.0
23770,23771,-57.0,12871.0,2136.0,147.0,3349.0,3585.0,340.0,1057.0,375.0,338.0,110.0,-1.0,1787.0
23771,23772,-57.0,12887.0,2136.0,148.0,3349.0,3585.0,338.0,1057.0,376.0,339.0,110.0,-1.0,1808.0
23772,23773,-55.0,12871.0,2136.0,147.0,3349.0,3585.0,340.0,1055.0,375.0,338.0,110.0,-1.0,1793.0
23773,23774,-55.0,12856.0,2136.0,147.0,3349.0,3585.0,340.0,1055.0,375.0,338.0,110.0,-1.0,1802.0
23774,23775,-57.0,12840.0,2136.0,147.0,3349.0,3585.0,340.0,1057.0,376.0,338.0,110.0,-1.0,1790.0
23775,23776,-55.0,12871.0,2136.0,148.0,3351.0,3585.0,341.0,1055.0,377.0,339.0,110.0,-1.0,1807.0
23776,23777,-59.0,12856.0,2136.0,148.0,3351.0,3585.0,339.0,1059.0,378.0,339.0,110.0,-1.0,1820.0
23777,23778,-57.0,12871.0,2137.0,147.0,3351.0,3585.0,340.0,1057.0,376.0,338.0,110.0,-1.0,1802.0
23778,23779,-60.0,12840.0,2137.0,148.0,3349.0,3585.0,341.0,1060.0,378.0,339.0,110.0,-1.0,1816.0
23779,23780,-59.0,12871.0,2137.0,148.0,3351.0,3585.0,341.0,1059.0,378.0,339.0,110.0,-1.0,1821.0
23780,23781,-57.0,12887.0,2137.0,148.0,3349.0,3585.0,341.0,1057.0,378.0,339.0,110.0,-1.0,1814.0
23781,23782,-56.0,12887.0,2137.0,149.0,3349.0,3585.0,341.0,1056.0,379.0,340.0,110.0,-1.0,1836.0
23782,23783,-56.0,12840.0,2137.0,148.0,3351.0,3585.0,341.0,1056.0,379.0,339.0,110.0,-1.0,1828.0
23783,23784,-52.0,12840.0,2137.0,149.0,3349.0,3585.0,343.0,1052.0,381.0,340.0,110.0,-1.0,1848.0
23784,23785,-51.0,12856.0,2137.0,149.0,3349.0,3585.0,343.0,1051.0,381.0,340.0,110.0,-1.0,1835.0
23785,23786,-51.0,12856.0,2137.0,149.0,3349.0,3585.0,344.0,1051.0,383.0,340.0,110.0,-1.0,1844.0
23786,23787,-48.0,12825.0,2137.0,150.0,3349.0,3585.0,346.0,1048.0,386.0,341.0,110.0,-1.0,1878.0
23787,23788,-47.0,12793.0,2137.0,149.0,3349.0,3585.0,349.0,1047.0,387.0,340.0,110.0,-1.0,1841.0
23788,23789,-46.0,12856.0,2137.0,150.0,3349.0,3585.0,350.0,1046.0,391.0,341.0,110.0,-1.0,1873.0
23789,23790,-50.0,12825.0,2138.0,150.0,3349.0,3585.0,353.0,1050.0,391.0,341.0,110.0,-1.0,1879.0
23790,23791,-49.0,12856.0,2138.0,151.0,3349.0,3585.0,353.0,1049.0,393.0,342.0,110.0,-1.0,1884.0
23791,23792,-50.0,12840.0,2138.0,150.0,3349.0,3585.0,356.0,1050.0,395.0,341.0,110.0,-1.0,1872.0
23792,23793,-47.0,12856.0,2138.0,151.0,3349.0,3585.0,357.0,1047.0,398.0,342.0,110.0,-1.0,1902.0
23793,23794,-47.0,12856.0,2138.0,150.0,3349.0,3585.0,358.0,1047.0,398.0,341.0,110.0,-1.0,1882.0
23794,23795,-50.0,12856.0,2138.0,151.0,3349.0,3585.0,360.0,1050.0,401.0,342.0,110.0,-1.0,1904.0
23795,23796,-48.0,12871.0,2138.0,151.0,3349.0,3585.0,363.0,1048.0,403.0,342.0,110.0,-1.0,1902.0
23796,23797,-40.0,12840.0,2138.0,151.0,3349.0,3585.0,365.0,1040.0,404.0,342.0,110.0,-1.0,1914.0
23797,23798,-41.0,12840.0,2138.0,152.0,3349.0,3585.0,368.0,1041.0,408.0,343.0,110.0,-1.0,1917.0
23798,23799,-29.0,12840.0,2138.0,152.0,3349.0,3585.0,374.0,1029.0,413.0,343.0,110.0,-1.0,1939.0
23799,23800,-28.0,12809.0,2138.0,152.0,3349.0,3585.0,389.0,1028.0,425.0,343.0,110.0,-1.0,1937.0
23800,23801,-23.0,12809.0,2139.0,152.0,3349.0,3585.0,417.0,1023.0,450.0,343.0,110.0,-1.0,1947.0
23801,23802,-31.0,12778.0,2139.0,148.0,3349.0,3585.0,427.0,1031.0,455.0,339.0,110.0,-1.0,1956.0
23802,23803,-30.0,12793.0,2139.0,147.0,3348.0,3585.0,432.0,1030.0,459.0,338.0,110.0,-1.0,1967.0
23803,23804,-61.0,12778.0,2139.0,145.0,3349.0,3585.0,439.0,1061.0,463.0,336.0,110.0,-1.0,1980.0
23804,23805,-62.0,12715.0,2139.0,142.0,3349.0,3585.0,446.0,1062.0,466.0,333.0,110.0,-1.0,1967.0
23805,23806,-64.0,12762.0,2139.0,142.0,3349.0,3585.0,450.0,1064.0,469.0,333.0,110.0,-1.0,1976.0
23806,23807,-63.0,12809.0,2139.0,141.0,3349.0,3585.0,451.0,1063.0,470.0,332.0,110.0,-1.0,2007.0
23807,23808,-47.0,12809.0,2139.0,141.0,3348.0,3585.0,454.0,1047.0,472.0,332.0,110.0,-1.0,2013.0
23808,23809,-47.0,12825.0,2139.0,140.0,3349.0,3585.0,456.0,1047.0,474.0,331.0,110.0,-1.0,2009.0
23809,23810,-26.0,12778.0,2139.0,139.0,3348.0,3585.0,459.0,1026.0,476.0,330.0,110.0,-1.0,2022.0
23810,23811,-24.0,12778.0,2139.0,140.0,3349.0,3585.0,458.0,1024.0,477.0,331.0,110.0,-1.0,2034.0
23811,23812,-18.0,12825.0,2139.0,141.0,3349.0,3585.0,456.0,1018.0,476.0,332.0,110.0,-1.0,2041.0
23812,23813,-10.0,12825.0,2140.0,141.0,3349.0,3585.0,455.0,1010.0,476.0,332.0,110.0,-1.0,2049.0
23813,23814,-8.0,12809.0,2140.0,141.0,3349.0,3585.0,455.0,1008.0,477.0,332.0,110.0,-1.0,2055.0
23814,23815,-7.0,12840.0,2140.0,143.0,3349.0,3585.0,454.0,1007.0,475.0,334.0,110.0,-1.0,2060.0
23815,23816,-8.0,12778.0,2140.0,143.0,3349.0,3585.0,454.0,1008.0,475.0,334.0,110.0,-1.0,2066.0
23816,23817,-1.0,12778.0,2140.0,143.0,3348.0,3585.0,454.0,1001.0,476.0,334.0,110.0,-1.0,2074.0
23817,23818,-2.0,12840.0,2140.0,145.0,3349.0,3583.0,450.0,1002.0,476.0,336.0,110.0,-1.0,2090.0
23818,23819,6.0,12793.0,2140.0,146.0,3349.0,3585.0,449.0,994.0,475.0,337.0,110.0,-1.0,2094.0
23819,23820,4.0,12793.0,2140.0,146.0,3348.0,3585.0,449.0,996.0,476.0,337.0,110.0,-1.0,2107.0
23820,23821,3.0,12825.0,2140.0,148.0,3348.0,3583.0,445.0,997.0,474.0,339.0,110.0,-1.0,2112.0
23821,23822,3.0,12793.0,2140.0,148.0,3349.0,3585.0,445.0,997.0,474.0,339.0,110.0,-1.0,2126.0
23822,23823,3.0,12825.0,2140.0,148.0,3348.0,3583.0,445.0,997.0,474.0,339.0,110.0,-1.0,2115.0
23823,23824,3.0,12809.0,2140.0,148.0,3349.0,3585.0,444.0,997.0,474.0,339.0,110.0,-1.0,2137.0
23824,23825,8.0,12793.0,2141.0,151.0,3349.0,3585.0,440.0,992.0,473.0,342.0,110.0,-1.0,2151.0
23825,23826,5.0,12793.0,2141.0,152.0,3348.0,3585.0,440.0,995.0,474.0,343.0,110.0,-1.0,2169.0
23826,23827,5.0,12809.0,2141.0,151.0,3348.0,3585.0,439.0,995.0,473.0,342.0,110.0,-1.0,2163.0
23827,23828,3.0,12778.0,2141.0,152.0,3349.0,3585.0,439.0,997.0,473.0,343.0,110.0,-1.0,2171.0
23828,23829,9.0,12825.0,2141.0,153.0,3349.0,3585.0,437.0,991.0,473.0,344.0,110.0,-1.0,2189.0
23829,23830,3.0,12840.0,2141.0,153.0,3348.0,3583.0,436.0,997.0,474.0,344.0,110.0,-1.0,2190.0
23830,23831,-3.0,12825.0,2141.0,154.0,3348.0,3583.0,434.0,1003.0,472.0,345.0,110.0,-1.0,2194.0
23831,23832,-3.0,12840.0,2141.0,155.0,3348.0,3585.0,433.0,1003.0,472.0,346.0,110.0,-1.0,2202.0
23832,23833,-3.0,12793.0,2141.0,157.0,3348.0,3583.0,432.0,1003.0,473.0,348.0,110.0,-1.0,2227.0
23833,23834,-1.0,12778.0,2141.0,158.0,3348.0,3583.0,429.0,1001.0,470.0,349.0,110.0,-1.0,2224.0
23834,23835,0.0,12809.0,2141.0,158.0,3348.0,3583.0,427.0,1000.0,470.0,349.0,110.0,-1.0,2235.0
23835,23836,-7.0,12809.0,2142.0,159.0,3349.0,3583.0,426.0,1007.0,470.0,350.0,110.0,-1.0,2247.0
23836,23837,-11.0,12778.0,2142.0,159.0,3348.0,3583.0,427.0,1011.0,470.0,350.0,110.0,-1.0,2246.0
23837,23838,-5.0,12840.0,2142.0,160.0,3349.0,3585.0,424.0,1005.0,471.0,351.0,110.0,-1.0,2262.0
23838,23839,-9.0,12778.0,2142.0,161.0,3349.0,3585.0,424.0,1009.0,470.0,352.0,110.0,-1.0,2265.0
23839,23840,-11.0,12778.0,2142.0,161.0,3349.0,3583.0,424.0,1011.0,470.0,352.0,110.0,-1.0,2271.0
23840,23841,-7.0,12840.0,2142.0,162.0,3349.0,3583.0,422.0,1007.0,470.0,353.0,110.0,-1.0,2279.0
23841,23842,-11.0,12840.0,2142.0,162.0,3348.0,3583.0,422.0,1011.0,471.0,353.0,110.0,-1.0,2291.0
23842,23843,-10.0,12793.0,2142.0,162.0,3348.0,3583.0,422.0,1010.0,471.0,353.0,110.0,-1.0,2296.0
23843,23844,-10.0,12840.0,2142.0,163.0,3348.0,3583.0,421.0,1010.0,470.0,354.0,110.0,-1.0,2293.0
23844,23845,-13.0,12840.0,2142.0,163.0,3348.0,3583.0,419.0,1013.0,469.0,354.0,110.0,-1.0,2301.0
23845,23846,-18.0,12809.0,2142.0,164.0,3348.0,3583.0,419.0,1018.0,470.0,355.0,110.0,-1.0,2309.0
23846,23847,-17.0,12793.0,2142.0,164.0,3348.0,3583.0,420.0,1017.0,470.0,355.0,110.0,-1.0,2321.0
23847,23848,-25.0,12793.0,2143.0,163.0,3348.0,3583.0,422.0,1025.0,472.0,354.0,110.0,-1.0,2310.0
23848,23849,-25.0,12825.0,2143.0,163.0,3348.0,3583.0,421.0,1025.0,472.0,354.0,110.0,-1.0,2335.0
23849,23850,-27.0,12825.0,2143.0,164.0,3348.0,3583.0,419.0,1027.0,471.0,355.0,110.0,-1.0,2330.0
23850,23851,-33.0,12809.0,2143.0,164.0,3348.0,3583.0,419.0,1033.0,471.0,355.0,110.0,-1.0,2325.0
23851,23852,-31.0,12840.0,2143.0,165.0,3348.0,3583.0,419.0,1031.0,472.0,356.0,110.0,-1.0,2337.0
23852,23853,-33.0,12793.0,2143.0,165.0,3348.0,3583.0,419.0,1033.0,473.0,356.0,110.0,-1.0,2361.0
23853,23854,-31.0,12793.0,2143.0,164.0,3348.0,3583.0,423.0,1031.0,474.0,355.0,110.0,-1.0,2343.0
23854,23855,-34.0,12856.0,2143.0,164.0,3348.0,3583.0,424.0,1034.0,475.0,355.0,110.0,-1.0,2346.0
23855,23856,-35.0,12825.0,2143.0,164.0,3348.0,3583.0,427.0,1035.0,477.0,355.0,110.0,-1.0,2362.0
23856,23857,-38.0,12793.0,2143.0,163.0,3348.0,3583.0,427.0,1038.0,478.0,354.0,110.0,-1.0,2372.0
23857,23858,-37.0,12809.0,2143.0,163.0,3348.0,3583.0,427.0,1037.0,478.0,354.0,110.0,-1.0,2368.0
23858,23859,-43.0,12856.0,2143.0,167.0,3348.0,3583.0,415.0,1043.0,472.0,358.0,110.0,-1.0,2368.0
23859,23860,-36.0,12809.0,2144.0,169.0,3348.0,3583.0,295.0,1036.0,375.0,359.0,110.0,0.0,2365.0
23860,23861,-35.0,12871.0,2144.0,168.0,3348.0,3583.0,260.0,1035.0,317.0,358.0,110.0,0.0,2350.0
23861,23862,-18.0,12840.0,2144.0,166.0,3348.0,3583.0,235.0,1018.0,280.0,356.0,110.0,0.0,2295.0
23862,23863,-20.0,12887.0,2144.0,164.0,3348.0,3583.0,229.0,1020.0,269.0,354.0,110.0,0.0,2226.0
23863,23864,19.0,12856.0,2144.0,161.0,3348.0,3583.0,231.0,981.0,267.0,351.0,110.0,0.0,2150.0
23864,23865,83.0,12825.0,2144.0,157.0,3348.0,3583.0,236.0,917.0,267.0,347.0,110.0,0.0,2038.0
23865,23866,83.0,12871.0,2144.0,155.0,3348.0,3582.0,239.0,917.0,273.0,345.0,110.0,0.0,1979.0
23866,23867,115.0,12871.0,2144.0,153.0,3347.0,3582.0,241.0,885.0,279.0,343.0,110.0,0.0,1932.0
23867,23868,120.0,12840.0,2144.0,150.0,3347.0,3582.0,245.0,880.0,288.0,340.0,110.0,0.0,1858.0
23868,23869,133.0,12871.0,2144.0,149.0,3348.0,3582.0,248.0,867.0,293.0,339.0,110.0,0.0,1795.0
23869,23870,133.0,12887.0,2144.0,147.0,3347.0,3583.0,251.0,867.0,299.0,337.0,110.0,0.0,1758.0
23870,23871,122.0,12887.0,2145.0,143.0,3347.0,3582.0,258.0,878.0,308.0,333.0,110.0,0.0,1654.0
23871,23872,125.0,12887.0,2145.0,141.0,3347.0,3582.0,263.0,875.0,312.0,331.0,110.0,0.0,1605.0
23872,23873,112.0,12887.0,2145.0,140.0,3347.0,3582.0,268.0,888.0,315.0,330.0,110.0,0.0,1573.0
23873,23874,103.0,12887.0,2145.0,138.0,3347.0,3582.0,276.0,897.0,317.0,328.0,110.0,0.0,1517.0
23874,23875,103.0,12871.0,2145.0,137.0,3347.0,3582.0,281.0,897.0,318.0,327.0,110.0,0.0,1478.0
23875,23876,104.0,12871.0,2145.0,136.0,3347.0,3582.0,288.0,896.0,320.0,326.0,110.0,0.0,1448.0
23876,23877,103.0,12887.0,2145.0,135.0,3347.0,3582.0,321.0,897.0,334.0,325.0,110.0,0.0,1419.0
23877,23878,89.0,12871.0,2145.0,135.0,3347.0,3582.0,385.0,911.0,390.0,326.0,110.0,-1.0,1438.0
23878,23879,88.0,12856.0,2145.0,112.0,3347.0,3582.0,481.0,912.0,479.0,303.0,110.0,-1.0,1522.0
23879,23880,92.0,12825.0,2145.0,109.0,3348.0,3582.0,527.0,908.0,505.0,300.0,110.0,-1.0,1852.0
23880,23881,86.0,12825.0,2145.0,109.0,3347.0,3582.0,548.0,914.0,516.0,300.0,110.0,-1.0,2058.0
23881,23882,-66.0,12762.0,2145.0,85.0,3348.0,3583.0,603.0,1066.0,519.0,277.0,110.0,-2.0,1977.0
23882,23883,-185.0,12809.0,2146.0,62.0,3347.0,3582.0,655.0,1179.0,545.0,254.0,110.0,-2.0,1871.0
23883,23884,-192.0,12746.0,2146.0,48.0,3348.0,3582.0,684.0,1181.0,558.0,246.0,104.0,-2.0,1910.0
23884,23885,-192.0,12762.0,2146.0,48.0,3348.0,3582.0,706.0,1155.0,572.0,236.0,104.0,-2.0,1906.0
23885,23886,-169.0,12762.0,2146.0,38.0,3348.0,3582.0,706.0,1155.0,572.0,236.0,104.0,-2.0,1906.0
23886,23887,-174.0,12762.0,2146.0,30.0,3347.0,3583.0,731.0,1156.0,583.0,228.0,104.0,-2.0,1922.0
23887,23888,-134.0,12762.0,2146.0,24.0,3348.0,3582.0,746.0,1114.0,592.0,223.0,104.0,-3.0,1930.0
23888,23889,-105.0,12746.0,2146.0,17.0,3348.0,3582.0,760.0,1082.0,599.0,219.0,101.0,-3.0,1938.0
23889,23890,-108.0,12762.0,2146.0,16.0,3347.0,3580.0,762.0,1085.0,601.0,218.0,101.0,-3.0,1941.0
23890,23891,-66.0,12746.0,2146.0,16.0,3348.0,3582.0,762.0,1043.0,600.0,218.0,101.0,-3.0,1938.0
23891,23892,-68.0,12746.0,2146.0,15.0,3347.0,3580.0,764.0,1045.0,600.0,217.0,101.0,-3.0,1945.0
23892,23893,-28.0,12762.0,2146.0,14.0,3347.0,3582.0,764.0,1005.0,600.0,217.0,100.0,-3.0,1955.0
23893,23894,-34.0,12762.0,2146.0,15.0,3347.0,3582.0,764.0,1011.0,600.0,218.0,100.0,-3.0,1970.0
23894,23895,-20.0,12778.0,2147.0,15.0,3347.0,3580.0,765.0,997.0,601.0,218.0,100.0,-3.0,1974.0
23895,23896,-24.0,12778.0,2147.0,14.0,3347.0,3580.0,767.0,1000.0,602.0,217.0,100.0,-3.0,1977.0
23896,23897,-15.0,12746.0,2147.0,16.0,3347.0,3580.0,764.0,992.0,601.0,219.0,100.0,-3.0,1988.0
23897,23898,-12.0,12762.0,2147.0,16.0,3347.0,3582.0,764.0,989.0,600.0,219.0,100.0,-3.0,1979.0
23898,23899,-9.0,12746.0,2147.0,16.0,3347.0,3580.0,764.0,986.0,600.0,219.0,100.0,-3.0,1994.0
23899,23900,-8.0,12746.0,2147.0,17.0,3347.0,3582.0,765.0,985.0,601.0,220.0,100.0,-3.0,2001.0
23900,23901,-3.0,12762.0,2147.0,15.0,3347.0,3582.0,768.0,979.0,605.0,218.0,100.0,-3.0,2001.0
23901,23902,-4.0,12746.0,2147.0,16.0,3347.0,3582.0,769.0,980.0,604.0,219.0,100.0,-3.0,2011.0
23902,23903,-1.0,12746.0,2147.0,16.0,3347.0,3580.0,767.0,977.0,604.0,219.0,100.0,-3.0,2016.0
23903,23904,-1.0,12746.0,2147.0,17.0,3347.0,3580.0,767.0,978.0,604.0,220.0,100.0,-3.0,2031.0
23904,23905,-3.0,12746.0,2147.0,18.0,3347.0,3580.0,765.0,980.0,603.0,221.0,100.0,-3.0,2024.0
23905,23906,6.0,12762.0,2147.0,21.0,3347.0,3580.0,760.0,971.0,600.0,223.0,101.0,-3.0,2035.0
23906,23907,5.0,12793.0,2148.0,27.0,3347.0,3580.0,746.0,975.0,592.0,229.0,101.0,-3.0,2046.0
23907,23908,11.0,12762.0,2148.0,29.0,3347.0,3580.0,738.0,970.0,587.0,231.0,101.0,-3.0,2047.0
23908,23909,14.0,12778.0,2148.0,36.0,3347.0,3582.0,723.0,969.0,577.0,237.0,101.0,-2.0,2051.0
23909,23910,29.0,12778.0,2148.0,42.0,3347.0,3580.0,706.0,956.0,568.0,242.0,102.0,-2.0,2066.0
23910,23911,33.0,12762.0,2148.0,46.0,3347.0,3580.0,698.0,954.0,565.0,246.0,102.0,-2.0,2064.0
